timestamps,VbINP_IVPresent_flg,VeAGSM_ConftPathValid_enum,VeINP_IVClass,VfAGSM_1ConftPathLength_m,VfAGSM_1ConftPathTypC3_co,VfAGSM_2ConftPathLength_m,VfAGSM_2ConftPathTypC3_co,VfAGSM_3ConftPathLength_m,VfAGSM_3ConftPathTypC3_co,VfAGSM_ConftPathTypC0_m,VfAGSM_ConftPathTypC1_rad,VfAGSM_ConftPathTypC2_co,VfAGSM_LHLaneMkr0C0_m,VfAGSM_LHLaneMkr0C1_rad,VfAGSM_LHLaneMkr0C2_co,VfAGSM_LHLaneMkr0C3_co,VfAGSM_LHLaneMkr0EdRange_m,VfAGSM_LHLaneMkr0StRange_m,VfAGSM_LHLaneMkr1C0_m,VfAGSM_LHLaneMkr1C1_rad,VfAGSM_LHLaneMkr1C2_co,VfAGSM_LHLaneMkr1C3_co,VfAGSM_LHLaneMkr1EdRange_m,VfAGSM_LHLaneMkr1StRange_m,VfAGSM_VehicleSpd_mps,VfINP_IVAcc_mpss,VfINP_IVHeading_rad,VfINP_IVLaDis_m,VfINP_IVLaSpd_mps,VfINP_IVLgDis_m,VfINP_IVV_mps
20.77347137,0,1,0,25.71235657,-1.39E-06,40,-6.95E-07,51.05610657,0,-0.141162753,0.008714458,-1.34E-05,-1.45835793,-0.008968353,3.34E-05,1.01E-06,54.44000244,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
20.79842286,0,1,0,25.71235657,-1.39E-06,40,-6.94E-07,50.79690552,0,-0.141205028,0.008718954,-1.34E-05,-1.45835793,-0.008968353,3.34E-05,1.01E-06,54.44000244,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
20.82337135,0,1,0,25.71235657,-1.39E-06,40,-6.94E-07,50.53770447,0,-0.141229406,0.008722288,-1.34E-05,-1.45835793,-0.008968353,3.34E-05,1.01E-06,54.44000244,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
20.85542455,0,1,0,25.71235657,-1.41E-06,40,-7.00E-07,50.51700211,0,-0.142690033,0.008644081,-1.34E-05,-1.458290696,-0.008688927,3.34E-05,1.01E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
20.88324933,0,1,0,25.71235657,-1.41E-06,40,-7.01E-07,50.49900055,0,-0.142401069,0.008594306,-1.34E-05,-1.458290696,-0.008688927,3.34E-05,1.01E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
20.90920992,0,1,0,25.71235657,-1.42E-06,40,-7.02E-07,50.48100281,0,-0.142099679,0.008560807,-1.34E-05,-1.458290696,-0.008688927,3.34E-05,1.01E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
20.93343934,0,1,0,25.71235657,-1.42E-06,40,-7.02E-07,50.46300125,0,-0.141892359,0.008537916,-1.34E-05,-1.458290696,-0.008688927,3.34E-05,1.01E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
20.96128612,0,1,0,25.71235657,-1.42E-06,40,-7.01E-07,50.44499969,0,-0.141753808,0.008521844,-1.34E-05,-1.458292603,-0.008605957,3.34E-05,1.01E-06,54.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
20.990115,0,1,0,25.71235657,-1.42E-06,40,-6.98E-07,50.13089752,0,-0.141911283,0.008461257,-1.35E-05,-1.458292603,-0.008605957,3.34E-05,1.01E-06,54.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.01611159,0,1,0,25.71235657,-1.42E-06,40,-6.97E-07,50.10210037,0,-0.14177306,0.008444075,-1.35E-05,-1.458292603,-0.008605957,3.34E-05,1.01E-06,54.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.04628761,0,1,0,25.71235657,-1.42E-06,40,-6.97E-07,50.07329941,0,-0.141676381,0.008431735,-1.35E-05,-1.458292603,-0.008605957,3.34E-05,1.01E-06,54.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.07188916,0,1,0,25.71235657,-1.42E-06,40,-6.95E-07,50.31270218,0,-0.141396895,0.008436352,-1.35E-05,-1.458281159,-0.008651733,3.34E-05,1.00E-06,57.1000061,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.09883085,0,1,0,25.71235657,-1.41E-06,40,-6.94E-07,50.31360626,0,-0.141404748,0.008438334,-1.35E-05,-1.458281159,-0.008651733,3.34E-05,1.00E-06,57.1000061,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.12378334,0,1,0,25.71235657,-1.41E-06,40,-6.94E-07,50.31450272,0,-0.141424015,0.00843893,-1.35E-05,-1.458281159,-0.008651733,3.34E-05,1.00E-06,57.1000061,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.15389135,0,1,0,25.71235657,-1.41E-06,40,-6.93E-07,50.3154068,0,-0.14143534,0.008438754,-1.35E-05,-1.458281159,-0.008651733,3.34E-05,1.00E-06,57.1000061,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.18167179,0,1,0,25.71235657,-1.40E-06,40,-6.93E-07,50.31990433,0,-0.140864059,0.008473498,-1.35E-05,-1.458259821,-0.00877285,3.34E-05,1.00E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.20762139,0,1,0,25.71235657,-1.40E-06,40,-6.92E-07,50.32440948,0,-0.141002908,0.008495624,-1.35E-05,-1.458259821,-0.00877285,3.34E-05,1.00E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.23262998,0,1,0,25.71235657,-1.40E-06,40,-6.92E-07,50.59621048,0,-0.141138181,0.00851013,-1.35E-05,-1.458259821,-0.00877285,3.34E-05,1.00E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.26412971,0,1,0,25.71235657,-1.39E-06,40,-6.92E-07,50.86801147,0,-0.141229391,0.008519814,-1.35E-05,-1.458259821,-0.00877285,3.34E-05,1.00E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.29150435,0,1,0,25.71235657,-1.39E-06,40,-6.92E-07,51.41161346,0,-0.140700668,0.008569896,-1.35E-05,-1.458219886,-0.008908272,3.34E-05,1.01E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.31860598,0,1,0,25.71235657,-1.39E-06,40,-6.92E-07,51.41521454,0,-0.140876785,0.008598703,-1.35E-05,-1.458219886,-0.008908272,3.34E-05,1.01E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.3494067,0,1,0,25.71235657,-1.38E-06,40,-6.93E-07,51.41881561,0,-0.141047075,0.008618494,-1.35E-05,-1.458219886,-0.008908272,3.34E-05,1.01E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.37751536,0,1,0,25.71235657,-1.38E-06,40,-6.93E-07,51.42241669,0,-0.141161934,0.00863209,-1.36E-05,-1.458219886,-0.008908272,3.34E-05,1.01E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.40322396,0,1,0,25.71235657,-1.38E-06,40,-6.94E-07,51.42601776,0,-0.141163245,0.008647216,-1.36E-05,-1.458207011,-0.008925438,3.34E-05,1.00E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.43116561,0,1,0,25.71235657,-1.38E-06,40,-6.94E-07,51.42601776,0,-0.141238496,0.008657868,-1.36E-05,-1.458207011,-0.008925438,3.34E-05,1.00E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.45930327,0,1,0,25.71235657,-1.38E-06,40,-6.94E-07,51.42601776,0,-0.141296253,0.008665623,-1.36E-05,-1.458207011,-0.008925438,3.34E-05,1.00E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.48424585,0,1,0,25.71235657,-1.39E-06,40,-6.95E-07,51.42601776,0,-0.141336679,0.008671441,-1.36E-05,-1.458207011,-0.008925438,3.34E-05,1.00E-06,57.14001465,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.5121485,0,1,0,25.71235657,-1.39E-06,40,-6.95E-07,51.42601776,0,-0.141365245,0.008675941,-1.36E-05,-1.458195448,-0.009017944,3.34E-05,1.00E-06,57.13000488,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.54163919,0,1,0,25.71235657,-1.38E-06,40,-6.95E-07,51.42511749,0,-0.140941218,0.008706559,-1.36E-05,-1.458195448,-0.009017944,3.34E-05,1.00E-06,57.13000488,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.56987385,0,1,0,25.71235657,-1.38E-06,40,-6.96E-07,51.42330933,0,-0.14117685,0.008741134,-1.36E-05,-1.458195448,-0.009017944,3.34E-05,1.00E-06,57.13000488,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.59710248,0,1,0,25.71235657,-1.38E-06,40,-6.96E-07,51.42240524,0,-0.141257226,0.00875123,-1.36E-05,-1.458195448,-0.009017944,3.34E-05,1.00E-06,57.13000488,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.62436312,0,1,0,25.71235657,-1.38E-06,40,-6.95E-07,51.15330124,0,-0.141534775,0.008745394,-1.36E-05,-1.458185077,-0.008972168,3.34E-05,1.00E-06,54.1499939,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.65670987,0,1,0,25.71235657,-1.39E-06,40,-6.94E-07,50.88420486,0,-0.141524509,0.008742186,-1.36E-05,-1.458185077,-0.008972168,3.34E-05,1.00E-06,54.1499939,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.68171846,0,1,0,25.71235657,-1.39E-06,40,-6.94E-07,50.61510086,0,-0.141501829,0.008740488,-1.36E-05,-1.458185077,-0.008972168,3.34E-05,1.00E-06,54.1499939,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.70673804,0,1,0,25.71235657,-1.39E-06,40,-6.93E-07,50.34599686,0,-0.141486689,0.008739714,-1.36E-05,-1.458185077,-0.008972168,3.34E-05,1.00E-06,54.1499939,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.73375267,0,1,0,25.71235657,-1.39E-06,40,-6.93E-07,50.07689285,0,-0.141477808,0.008739501,-1.36E-05,-1.458185077,-0.008972168,3.34E-05,1.00E-06,54.1499939,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.76548341,0,1,0,25.71235657,-1.39E-06,40,-6.92E-07,50.06879425,0,-0.141213566,0.008771573,-1.37E-05,-1.458197594,-0.009038925,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.79142502,0,1,0,25.71235657,-1.39E-06,40,-6.92E-07,50.06519318,0,-0.141284794,0.008780582,-1.37E-05,-1.458197594,-0.009038925,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.81861665,0,1,0,25.71235657,-1.39E-06,40,-6.92E-07,50.0615921,0,-0.141335517,0.008787149,-1.37E-05,-1.458197594,-0.009038925,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.85031439,0,1,0,25.71235657,-1.38E-06,40,-6.92E-07,50.05708694,0,-0.140944421,0.008818193,-1.37E-05,-1.458187461,-0.009126663,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.876263,0,1,0,25.71235657,-1.38E-06,40,-6.93E-07,50.32078934,0,-0.141070351,0.008838528,-1.37E-05,-1.458187461,-0.009126663,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.90120158,0,1,0,25.71235657,-1.38E-06,40,-6.93E-07,50.5844841,0,-0.141187489,0.00885264,-1.37E-05,-1.458187461,-0.009126663,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.92850122,0,1,0,25.71235657,-1.38E-06,40,-6.93E-07,50.84818649,0,-0.141268685,0.008862666,-1.37E-05,-1.458187461,-0.009126663,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.95709388,0,1,0,25.71235657,-1.38E-06,40,-6.94E-07,51.11188507,0,-0.14132385,0.008869987,-1.37E-05,-1.458187461,-0.009126663,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
21.98225447,0,1,0,25.71235657,-1.40E-06,40,-6.95E-07,51.37558746,0,-0.142811656,0.00879051,-1.37E-05,-1.45816803,-0.008834839,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.00599603,0,1,0,25.71235657,-1.40E-06,40,-6.96E-07,51.37468338,0,-0.142515779,0.00873971,-1.37E-05,-1.45816803,-0.008834839,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.03094461,0,1,0,25.71235657,-1.41E-06,40,-6.96E-07,51.37378693,0,-0.142210305,0.008706174,-1.37E-05,-1.45816803,-0.008834839,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.06302236,0,1,0,25.71235657,-1.40E-06,40,-6.95E-07,51.37288284,0,-0.140850142,0.008728798,-1.37E-05,-1.458159685,-0.00904274,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.08997399,0,1,0,25.71235657,-1.39E-06,40,-6.94E-07,51.37378693,0,-0.140992627,0.008757159,-1.37E-05,-1.458159685,-0.00904274,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.11492657,0,1,0,25.71235657,-1.39E-06,40,-6.94E-07,51.37468338,0,-0.141164228,0.008775547,-1.37E-05,-1.458159685,-0.00904274,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.14090017,0,1,0,25.71235657,-1.39E-06,40,-6.94E-07,51.37468338,0,-0.141164228,0.008775547,-1.37E-05,-1.458159685,-0.00904274,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.16672878,0,1,0,25.71235657,-1.39E-06,40,-6.94E-07,51.37648773,0,-0.141357556,0.008795808,-1.38E-05,-1.458159685,-0.00904274,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.19276101,0,1,0,25.71235657,-1.40E-06,40,-6.95E-07,51.37648773,0,-0.14304778,0.008705738,-1.38E-05,-1.458124876,-0.00871563,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.21763109,0,1,0,25.71235657,-1.41E-06,40,-6.96E-07,51.37648773,0,-0.142717421,0.008647762,-1.38E-05,-1.458124876,-0.00871563,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.24756361,0,1,0,25.71235657,-1.41E-06,40,-6.96E-07,51.37648773,0,-0.142373353,0.008609137,-1.38E-05,-1.458124876,-0.00871563,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.27145461,0,1,0,25.71235657,-1.41E-06,40,-6.95E-07,51.37648773,0,-0.142137587,0.00858282,-1.38E-05,-1.458124876,-0.00871563,3.34E-05,1.00E-06,57.07998657,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.29744979,0,1,0,25.71235657,-1.40E-06,40,-6.94E-07,51.377388,0,-0.140785441,0.008635378,-1.38E-05,-1.458132267,-0.008955956,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.32535314,0,1,0,25.71235657,-1.40E-06,40,-6.93E-07,51.377388,0,-0.140953213,0.008668016,-1.38E-05,-1.458132267,-0.008955956,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.35748383,0,1,0,25.71235657,-1.39E-06,40,-6.93E-07,51.377388,0,-0.141154006,0.008688903,-1.38E-05,-1.458132267,-0.008955956,3.34E-05,1.00E-06,57.08999634,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.38538318,0,1,0,25.71235657,-1.39E-06,40,-6.93E-07,51.377388,0,-0.141289011,0.008702322,-1.38E-05,-1.458132982,-0.008926392,3.34E-05,1.00E-06,57.13000488,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.41232444,0,1,0,25.71235657,-1.39E-06,40,-6.93E-07,51.38459015,0,-0.141545519,0.008702977,-1.38E-05,-1.458132982,-0.008926392,3.34E-05,1.00E-06,57.13000488,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.44030479,0,1,0,25.71235657,-1.39E-06,40,-6.93E-07,51.38459015,0,-0.141545519,0.008702977,-1.38E-05,-1.458132982,-0.008926392,3.34E-05,1.00E-06,57.13000488,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.4690682,0,1,0,25.71235657,-1.39E-06,40,-6.93E-07,51.39359283,0,-0.141550377,0.008703558,-1.38E-05,-1.458132982,-0.008926392,3.34E-05,1.00E-06,57.13000488,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.50100188,0,1,0,25.71235657,-1.39E-06,40,-6.93E-07,51.39809418,0,-0.141551286,0.008703791,-1.38E-05,-1.458132982,-0.008926392,3.34E-05,1.00E-06,57.13000488,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.52993731,0,1,0,25.71235657,-1.41E-06,40,-6.95E-07,51.40169525,0,-0.144292325,0.008544617,-1.38E-05,-1.458071709,-0.00838089,3.34E-05,1.00E-06,57.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.56388116,0,1,0,25.71235657,-1.43E-06,40,-6.96E-07,51.40709686,0,-0.143077672,0.008372569,-1.39E-05,-1.458071709,-0.00838089,3.34E-05,1.00E-06,57.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.58883325,0,1,0,25.71235657,-1.43E-06,40,-6.95E-07,51.40979767,0,-0.142659798,0.008325276,-1.39E-05,-1.458071709,-0.00838089,3.34E-05,1.00E-06,57.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.61484544,0,1,0,25.71235657,-1.43E-06,40,-6.95E-07,51.1568985,0,-0.14198935,0.008316636,-1.39E-05,-1.458038211,-0.008466721,3.34E-05,1.00E-06,54.27999878,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.6418067,0,1,0,25.71235657,-1.42E-06,40,-6.94E-07,50.90039825,0,-0.141898513,0.008308718,-1.39E-05,-1.458038211,-0.008466721,3.34E-05,1.00E-06,54.27999878,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.67004807,0,1,0,25.71235657,-1.42E-06,40,-6.94E-07,50.64389801,0,-0.141864806,0.008301727,-1.39E-05,-1.458038211,-0.008466721,3.34E-05,1.00E-06,54.27999878,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.6966843,0,1,0,25.71235657,-1.42E-06,40,-6.93E-07,50.38739395,0,-0.141839653,0.008295533,-1.39E-05,-1.458038211,-0.008466721,3.34E-05,1.00E-06,54.27999878,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.72356356,0,1,0,25.71235657,-1.41E-06,40,-6.93E-07,50.13089371,0,-0.141817972,0.008290027,-1.39E-05,-1.458038211,-0.008466721,3.34E-05,1.00E-06,54.27999878,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.75161892,0,1,0,25.71235657,-1.41E-06,40,-6.90E-07,50.11289215,0,-0.141403124,0.008310019,-1.39E-05,-1.458013296,-0.008552551,3.34E-05,1.00E-06,56.92999268,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.776501,0,1,0,25.71235657,-1.40E-06,40,-6.89E-07,50.09579468,0,-0.141484916,0.008321835,-1.39E-05,-1.458013296,-0.008552551,3.34E-05,1.00E-06,56.92999268,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.80252419,0,1,0,25.71235657,-1.40E-06,40,-6.88E-07,50.0786972,0,-0.141565263,0.008328819,-1.39E-05,-1.458013296,-0.008552551,3.34E-05,1.00E-06,56.92999268,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.82935144,0,1,0,25.71235657,-1.40E-06,40,-6.88E-07,50.06159592,0,-0.141617879,0.008332968,-1.39E-05,-1.458013296,-0.008552551,3.34E-05,1.00E-06,56.92999268,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.86043105,0,1,0,25.71235657,-1.39E-06,40,-6.89E-07,49.79069519,0,-0.141222581,0.008361186,-1.39E-05,-1.45800221,-0.008639336,3.34E-05,1.00E-06,54.11000061,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.88443406,0,1,0,25.71235657,-1.39E-06,40,-6.89E-07,49.77539825,0,-0.1413403,0.008378901,-1.39E-05,-1.45800221,-0.008639336,3.34E-05,1.00E-06,54.11000061,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.91037624,0,1,0,25.71235657,-1.39E-06,40,-6.88E-07,49.76009369,0,-0.14144963,0.008390511,-1.39E-05,-1.45800221,-0.008639336,3.34E-05,1.00E-06,54.11000061,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.93632342,0,1,0,25.71235657,-1.38E-06,40,-6.88E-07,49.74479675,0,-0.141523674,0.008398173,-1.39E-05,-1.45800221,-0.008639336,3.34E-05,1.00E-06,54.11000061,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.96408975,0,1,0,25.71235657,-1.38E-06,40,-6.86E-07,49.98509979,0,-0.141443029,0.008417589,-1.40E-05,-1.457986236,-0.008676529,3.34E-05,1.00E-06,57.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
22.99004193,0,1,0,25.71235657,-1.38E-06,40,-6.86E-07,50.00219727,0,-0.141506925,0.008427174,-1.40E-05,-1.457986236,-0.008676529,3.34E-05,1.00E-06,57.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.01603211,0,1,0,25.71235657,-1.38E-06,40,-6.87E-07,50.01929474,0,-0.141562462,0.008433838,-1.40E-05,-1.457986236,-0.008676529,3.34E-05,1.00E-06,57.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.04628865,0,1,0,25.71235657,-1.38E-06,40,-6.87E-07,50.03639603,0,-0.141600654,0.008438597,-1.40E-05,-1.457986236,-0.008676529,3.34E-05,1.00E-06,57.11999512,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.07590614,0,1,0,25.71235657,-1.38E-06,40,-6.87E-07,50.05709457,0,-0.140752152,0.008492117,-1.40E-05,-1.457975268,-0.008878708,3.43E-05,1.00E-06,57.16000366,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.10086723,0,1,0,25.71235657,-1.37E-06,40,-6.88E-07,50.33159637,0,-0.14095062,0.008527928,-1.40E-05,-1.457975268,-0.008878708,3.43E-05,1.00E-06,57.16000366,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.12976066,0,1,0,25.71235657,-1.37E-06,40,-6.88E-07,50.60609818,0,-0.141151339,0.008552853,-1.40E-05,-1.457975268,-0.008878708,3.43E-05,1.00E-06,57.16000366,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.15486776,0,1,0,25.71235657,-1.38E-06,40,-6.89E-07,50.88059616,0,-0.141291842,0.008570706,-1.40E-05,-1.457975268,-0.008878708,3.43E-05,1.00E-06,57.16000366,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.18283511,0,1,0,25.71235657,-1.38E-06,40,-6.90E-07,51.15509796,0,-0.141388029,0.008583875,-1.40E-05,-1.457967281,-0.009040833,3.43E-05,1.00E-06,54.03999329,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.2046114,0,1,0,25.71235657,-1.37E-06,40,-6.92E-07,51.14879608,0,-0.140641853,0.008642389,-1.40E-05,-1.457967281,-0.009040833,3.43E-05,1.00E-06,54.03999329,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.23471358,0,1,0,25.71235657,-1.37E-06,40,-6.92E-07,50.87159348,0,-0.140875965,0.008681461,-1.40E-05,-1.457967281,-0.009040833,3.43E-05,1.00E-06,54.03999329,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.26248774,0,1,0,25.71235657,-1.37E-06,40,-6.91E-07,50.31719208,0,-0.141251624,0.008727503,-1.40E-05,-1.457967281,-0.009040833,3.43E-05,1.00E-06,54.03999329,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.28863589,0,1,0,25.71235657,-1.39E-06,40,-6.99E-07,50.3000946,0,-0.143218055,0.008637031,-1.40E-05,-1.457904935,-0.008676529,3.43E-05,1.00E-06,56.92999268,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.31357203,0,1,0,25.71235657,-1.40E-06,40,-7.02E-07,50.27939606,0,-0.142899379,0.008579266,-1.41E-05,-1.457904935,-0.008676529,3.43E-05,1.00E-06,56.92999268,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.34431621,0,1,0,25.71235657,-1.41E-06,40,-7.03E-07,50.2586937,0,-0.142540872,0.008540994,-1.41E-05,-1.457904935,-0.008676529,3.43E-05,1.00E-06,56.92999268,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.36827335,0,1,0,25.71235657,-1.41E-06,40,-7.03E-07,50.23799515,0,-0.142300993,0.008515943,-1.41E-05,-1.457904935,-0.008676529,3.43E-05,1.00E-06,56.92999268,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.39637851,0,1,0,25.71235657,-1.39E-06,40,-7.01E-07,50.2253952,0,-0.140433088,0.008600216,-1.41E-05,-1.457900047,-0.009023666,3.43E-05,9.99E-07,57.01998901,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.42051665,0,1,0,25.71235657,-1.39E-06,40,-7.00E-07,50.21279144,0,-0.14071998,0.008654254,-1.41E-05,-1.457900047,-0.009023666,3.43E-05,9.99E-07,57.01998901,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.44977581,0,1,0,25.71235657,-1.38E-06,40,-6.99E-07,50.48099136,0,-0.141041875,0.008690065,-1.41E-05,-1.457900047,-0.009023666,3.43E-05,9.99E-07,57.01998901,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
23.47512796,0,1,0,25.71235657,-1.38E-06,40,-6.99E-07,50.74919128,0,-0.141262949,0.008714284,-1.41E-05,-1.457900047,-0.009023666,3.43E-05,9.99E-07,57.01998901,0,0,0,0,0,-200,-200,0,0,0,0.005,0,198.5,0
