t[s],VfPASP_egoSpd_mps[],VfPASP_egoAcc_mpss[],VfPASP_spdLmt_kph[],VeINP_IVClass[],VfINP_IVLaDis_m[],VfINP_IVLgDis_m[],VeINP_IVID[],VbINP_IVPresent_flg[],VfINP_IVV_mps[],VeINP_RIVClass_enum[],VfINP_RIVLaDis_m[],VfINP_RIVLgDis_m[],VbINP_RIVPresent_flg[],VfINP_RIVV_mps[],VfINP_RIVLaV_mps[],VeINP_NIVLClass_enum[],VfINP_NIVLLaDis_m[],VfINP_NIVLLgDis_m[],VbINP_NIVLPresent_flg[],VfINP_NIVLV_mps[],VfINP_NIVLLaV_mps[],VeINP_NIVRClass_enum[],VfINP_NIVRLaDis_m[],VfINP_NIVRLgDis_m[],VbINP_NIVRPresent_flg[],VfINP_NIVRV_mps[],VfINP_NIVRLaV_mps[],VeINP_NIIVLClass_enum[],VfINP_NIIVLLaDis_m[],VfINP_NIIVLLgDis_m[],VbINP_NIIVLPresent_flg[],VfINP_NIIVLV_mps[],VfINP_NIIVLLaV_mps[],VeINP_NIIVRClass_enum[],VfINP_NIIVRLaDis_m[],VfINP_NIIVRLgDis_m[],VbINP_NIIVRPresent_flg[],VfINP_NIIVRV_mps[],VfINP_NIIVRLaV_mps[],VeINP_RIVLClass_enum[],VfINP_RIVLLaDis_m[],VfINP_RIVLLgDis_m[],VbINP_RIVLPresent_flg[],VfINP_RIVLV_mps[],VfINP_RIVLLaV_mps[],VeINP_RIVRClass_enum[],VfINP_RIVRLaDis_m[],VfINP_RIVRLgDis_m[],VbINP_RIVRPresent_flg[],VfINP_RIVRV_mps[],VfINP_RIVRLaV_mps[],VfINP_RIIVLLaDis_m[],VfINP_RIIVLLgDis_m[],VbINP_RIIVLPresent_flg[],VfINP_RIIVLV_mps[],VfINP_RIIVLLaV_mps[],VfINP_RIIVRLaDis_m[],VfINP_RIIVRLgDis_m[],VbINP_RIIVRPresent_flg[],VfINP_RIIVRV_mps[],VfINP_RIIVRLaV_mps[],VfPASP_ALC_path_C4[],VfPASP_ALC_path_C3[],VfPASP_ALC_path_C2[],VfPASP_ALC_path_C1[],VfPASP_ALC_path_C0[],VfPASP_StPoint0_t_s[],VfPASP_StPoint0_s_m[],VfPASP_StPoint0_v_mps[],VfPASP_StPoint0_a_mpss[],VfPASP_StPoint1_t_s[],VfPASP_StPoint1_s_m[],VfPASP_StPoint1_v_mps[],VfPASP_StPoint1_a_mpss[],VfPASP_StPoint2_t_s[],VfPASP_StPoint2_s_m[],VfPASP_StPoint2_v_mps[],VfPASP_StPoint2_a_mpss[],VfPASP_StPoint3_t_s[],VfPASP_StPoint3_s_m[],VfPASP_StPoint3_v_mps[],VfPASP_StPoint3_a_mpss[],VfPASP_StPoint4_t_s[],VfPASP_StPoint4_s_m[],VfPASP_StPoint4_v_mps[],VfPASP_StPoint4_a_mpss[],VfPASP_StPoint5_t_s[],VfPASP_StPoint5_s_m[],VfPASP_StPoint5_v_mps[],VfPASP_StPoint5_a_mpss[],VfLSSIN_l_LaneMkrOffsLe[],VfLSSIN_Ag_LaneMkrHdgAgLe[],VfLSSIN_Crvt_LaneMkrCrvtLe[],VfLSSIN_dCrvt_LaneMkrCrvtRateLe[],VfLSSIN_l_ViewRngLe[],VfLSSIN_l_StrtRngLe[],VfLSSIN_l_LaneMkrOffsRi[],VfLSSIN_Ag_LaneMkrHdgAgRi[],VfLSSIN_Crvt_LaneMkrCrvtRi[],VfLSSIN_dCrvt_LaneMkrCrvtRateRi[],VfLSSIN_l_ViewRngRi[],VfLSSIN_l_StrtRngRi[],VFLSSIN7_l_LaneMkrOffsNxtLe[],VFLSSIN7_Ag_LaneMkrHdgAgNxtLe[],VFLSSIN7_Crvt_LaneMkrCrvtNxtLe[],VFLSSIN7_dCrvt_LaneMkrCrvtRateNxtLe[],VfLSSIN7_l_ViewRngNxtLe[],VFLSSIN7_l_StrtRngNxtLe[],VFLSSIN7_l_LaneMkrOffsNxtRi[],VFLSSIN7_Ag_LaneMkrHdgAgNxtRi[],VFLSSIN7_Crvt_LaneMkrCrvtNxtRi[],VFLSSIN7_dCrvt_LaneMkrCrvtRateNxtRi[],VfLSSIN7_l_ViewRngNxtRi[],VFLSSIN7_l_StrtRngNxtRi[],VeINP_TSRID0Proc[],VeINP_TSRID1Proc[],VeINP_TSRID2Proc[],VfINP_TSRSignLatDist0Proc_m[],VfINP_TSRSignLatDist1Proc_m[],VfINP_TSRSignLatDist2Proc_m[],VfINP_TSRSignLgDist0Proc_m[],VfINP_TSRSignLgDist1Proc_m[],VfINP_TSRSignLgDist2Proc_m[],VuINP_TSRSignName0Proc[],VuINP_TSRSignName1Proc[],VuINP_TSRSignName2Proc[],VfINP_LH_Line_First_C0_0[],VfINP_LH_Line_First_C0_1[],VfINP_LH_Line_First_C1_0[],VfINP_LH_Line_First_C1_1[],VfINP_LH_Line_First_C2_0[],VfINP_LH_Line_First_C2_1[],VfINP_LH_Line_First_C3_0[],VfINP_LH_Line_First_C3_1[],VfINP_LH_First_VR_End_0[],VfINP_LH_First_VR_End_1[],VfINP_LH_First_VR_Start_0[],VfINP_LH_First_VR_Start_1[],VfINP_LA_Line_C0_0[],VfINP_LA_Line_C0_1[],VfINP_LA_Line_C1_0[],VfINP_LA_Line_C1_1[],VfINP_LA_Line_C2_0[],VfINP_LA_Line_C2_1[],VfINP_LA_Line_C3_0[],VfINP_LA_Line_C3_1[],VfINP_LA_View_Range_End_0[],VfINP_LA_View_Range_End_1[],VfINP_LA_View_Range_Start_0[],VfINP_LA_View_Range_Start_1[]
3.632851481,16.1875,-0.019258797,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.666338444,14.26872826,1,13.26397419,-3.97195E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.1875,0,0,0,0,0,16.1875,0,0,0,0,16.1875,0,0,0,0,16.1875,0,0,-5.03604E-07,2.64962E-05,0.002623663,-0.126455307,0,0,16.1875,-0.019258797,1,17.1875,17.1875,1,2,35.67499924,18.48749924,1.299999237,3,54.96250153,19.28750229,0.800003052,4,74.25,19.28749847,-3.8147E-06,5,93.75,19.5,0.212501526,1.509733319,0.001816266,8.85909E-05,-6.56537E-07,122.2496948,-0.000190735,-1.696778655,0.005501508,-7.14868E-05,6.56954E-07,132.189682,-0.000190735,4.829978466,0.006519855,-0.000118201,2.43399E-05,91.73972321,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.516796112,1.68969667,-0.001791954,-0.005703926,-4.3869E-05,3.43323E-05,2.38419E-07,-1.32248E-07,122.25,132.1900024,0,0,-4.835189819,0,-0.006910324,0,-5.72205E-05,0,6.42613E-07,0,91.73999023,-200,0,-200
3.699527393,16.1875,-0.019258797,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.673709154,14.1776886,1,13.24542618,-3.96639E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.1875,0,0,0,0,0,16.1875,0,0,0,0,16.1875,0,0,0,0,16.1875,0,0,-5.03604E-07,2.64962E-05,0.002623663,-0.126455307,0,0,16.1875,-0.019258797,1,17.1875,17.1875,1,2,35.67499924,18.48749924,1.299999237,3,54.96250153,19.28750229,0.800003052,4,74.25,19.28749847,-3.8147E-06,5,93.75,19.5,0.212501526,1.515668631,0.001917836,8.7883E-05,-1.87833E-07,122.2496948,-0.000190735,-1.691693306,0.005681645,-6.9229E-05,1.80488E-06,132.189682,-0.000190735,4.84026432,0.007010187,-0.000113269,2.72296E-05,91.73972321,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.521634102,1.685906529,-0.002031326,-0.005719185,-4.3869E-05,3.43323E-05,1.90921E-07,-1.4063E-07,122.25,132.1900024,0,0,-4.841610432,0,-0.007257462,0,-5.53131E-05,0,6.42613E-07,0,91.73999023,-200,0,-200
3.765198592,16.1875,-0.087858796,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.687427759,14.12670708,1,13.23351002,-3.96282E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.1875,0,0,0,0,0,16.1875,0,0,0,0,16.1875,0,0,0,0,16.1875,0,0,-4.86524E-09,2.32846E-05,0.002487768,-0.099959433,0,0,16.1875,-0.087858796,1,17.1875,17.1875,1,2,35.67499924,18.48749924,1.299999237,3,54.96250153,19.28750229,0.800003052,4,74.25,19.28749847,-3.8147E-06,5,93.75,19.5,0.212501526,1.51217258,0.002526203,8.40188E-05,-7.63492E-07,118.0696945,-0.000190735,-1.698754072,0.005774472,-6.78087E-05,1.12071E-06,127.9996872,-0.000190735,4.856518269,0.007706788,-0.000107302,2.7864E-05,89.34972382,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.517418981,1.686433673,-0.003278732,-0.005705833,-3.91006E-05,3.24249E-05,8.19564E-07,-3.05474E-07,118.0700073,128,0,0,-4.863682747,0,-0.008386612,0,-4.95911E-05,0,1.04867E-06,0,89.3500061,-200,0,-200
3.839272386,16.1875,-0.087858796,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.673657417,13.69495392,1,13.2376585,-3.96407E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.1875,0,0,0,0,0,16.1875,0,0,0,0,16.1875,0,0,0,0,16.1875,0,0,-4.86524E-09,2.32846E-05,0.002487768,-0.099959433,0,0,16.1875,-0.087858796,1,17.1875,17.1875,1,2,35.67499924,18.48749924,1.299999237,3,54.96250153,19.28750229,0.800003052,4,74.25,19.28749847,-3.8147E-06,5,93.75,19.5,0.212501526,1.509493232,0.003449601,7.5232E-05,-4.74052E-06,118.0696945,-0.000190735,-1.683766127,0.005716065,-6.41369E-05,2.40674E-06,127.9996872,-0.000190735,4.87053299,0.008500946,-9.639E-05,3.17472E-05,89.34972382,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.531476259,1.686720371,-0.002784729,-0.006112099,-4.00543E-05,3.14713E-05,4.84288E-07,-3.31551E-07,115.5599976,124.5400085,0,0,-4.874903679,0,-0.008022308,0,-4.57764E-05,0,1.09151E-06,0,87.27999878,-200,0,-200
3.911025844,16.1875,-0.087858796,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.672491789,13.58016586,1,13.21621609,-3.95765E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.16666794,0,0,0,0,0,16.16666794,0,0,0,0,16.16666794,0,0,0,0,16.16666794,0,0,-4.86524E-09,2.32846E-05,0.002487768,-0.099959433,0,0,16.1875,-0.087858796,1,17.1875,17.1875,1,2,35.67499924,18.48749924,1.299999237,3,54.96250153,19.28750229,0.800003052,4,74.25,19.28749847,-3.8147E-06,5,93.75,19.5,0.212501526,1.507301211,0.003377764,7.60848E-05,-5.36533E-06,115.5597,-0.000190735,-1.686456323,0.006001086,-6.31306E-05,9.89825E-07,124.5396881,-0.000190735,4.877646446,0.008183183,-9.14808E-05,3.47182E-05,87.27972412,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.518922329,1.677083969,-0.003717422,-0.00609684,-3.62396E-05,3.14713E-05,6.46338E-07,-3.11062E-07,115.5599976,124.5400085,0,0,-4.882130146,0,-0.00822258,0,-4.29153E-05,0,1.09151E-06,0,87.27999878,-200,0,-200
3.975780305,16.1875,-0.0682588,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.665707827,13.36094475,1,13.24152565,-3.96522E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.16666794,0,0,0,0,0,16.16666794,0,0,0,0,16.16666794,0,0,0,0,16.16666794,0,0,3.38575E-08,2.18177E-05,0.003032184,-0.087264419,0,0,16.1875,-0.0682588,1,17.1875,17.1875,1,2,35.67499924,18.48749924,1.299999237,3,54.96250153,19.28750229,0.800003052,4,74.25,19.28749847,-3.8147E-06,5,93.75,19.5,0.212501526,1.522996426,0.003592115,7.31901E-05,-6.33696E-06,115.5597,-0.000190735,-1.679954767,0.00613347,-6.20321E-05,8.93674E-07,124.5396881,-0.000190735,4.885044575,0.008257842,-8.59958E-05,3.77147E-05,87.27972412,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.544513702,1.679957509,-0.002772331,-0.006598473,-4.00543E-05,3.14713E-05,2.69152E-07,-2.30968E-07,123.8900146,124.3399963,0,0,-4.886908531,0,-0.007587433,0,-4.48227E-05,0,6.10948E-07,0,93.13000488,-200,0,-200
4.049807607,16.1875,-0.0682588,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.698695183,13.07531929,1,13.23048878,-3.96192E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.16666794,0,0,0,0,0,16.16666794,0,0,0,0,16.16666794,0,0,0,0,16.16666794,0,0,3.38575E-08,2.18177E-05,0.003032184,-0.087264419,0,0,16.1875,-0.0682588,1,17.1875,17.1875,1,2,35.67499924,18.48749924,1.299999237,3,54.96250153,19.28750229,0.800003052,4,74.25,19.28749847,-3.8147E-06,5,93.75,19.5,0.212501526,1.540247798,0.003128806,7.55796E-05,-6.56161E-06,123.8896942,-0.000190735,-1.670090437,0.006433854,-6.13472E-05,5.27483E-07,124.3396912,-0.000190735,4.89646101,0.007882588,-8.53535E-05,3.94654E-05,93.1297226,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.545653701,1.664244175,-0.003177643,-0.006432533,-3.71933E-05,3.05176E-05,4.14439E-07,-2.54251E-07,123.8900146,124.3399963,0,0,-4.897336483,0,-0.007916451,0,-4.19617E-05,0,6.10948E-07,0,93.13000488,-200,0,-200
4.124671645,16.1875,-0.0682588,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.703486443,12.98017597,1,13.25691605,-3.96983E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.16666794,0,0,0,0,0,16.16666794,0,0,0,0,16.16666794,0,0,0,0,16.16666794,0,0,3.38575E-08,2.18177E-05,0.003032184,-0.087264419,0,0,16.1875,-0.0682588,1,17.1875,17.1875,1,2,35.67499924,18.48749924,1.299999237,3,54.96250153,19.28750229,0.800003052,4,74.25,19.28749847,-3.8147E-06,5,93.75,19.5,0.212501526,1.552711844,0.002874891,7.7575E-05,-5.4369E-06,128.4796906,-0.000190735,-1.672496676,0.00650806,-6.10803E-05,9.09047E-08,119.7996979,-0.000190735,4.892172337,0.0062511,-8.7142E-05,3.84251E-05,93.78971863,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.545569539,1.657501936,-0.003724098,-0.006238937,-3.62396E-05,2.86102E-05,4.90807E-07,-3.03611E-07,128.480011,119.7999878,0,0,-4.897264481,0,-0.00596714,0,-4.19617E-05,0,6.16536E-07,0,93.79000854,-200,0,-200
4.19446619,16.16666794,-0.195658803,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.71164155,12.73784924,1,13.22288895,-3.95964E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.12500191,0,0,0,0,0,16.12500191,0,0,0,0,16.12500191,0,0,0,0,16.12500191,0,0,-6.01825E-07,1.88268E-05,0.004101948,-0.089577556,0,0,16.16666794,-0.195658803,1,16.96666718,16.96666718,0.799999237,2,35.03333664,18.06666946,1.100002289,3,54.1000061,19.06666946,1,4,73.66667175,19.56666565,0.499996185,5,93.06667328,19.40000153,-0.166664124,1.546913624,0.003532718,7.61031E-05,-4.01918E-06,127.2496872,-0.000190735,-1.683516145,0.006745316,-5.94109E-05,-5.32337E-07,127.6996841,-0.000190735,4.905688763,0.006042557,-8.55195E-05,3.70187E-05,93.40972137,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.552222371,1.667723775,-0.003386497,-0.006954193,-3.91006E-05,2.95639E-05,2.7474E-07,-2.17929E-07,127.25,127.7000122,0,0,-4.909892082,0,-0.006114006,0,-4.3869E-05,0,1.18278E-07,0,93.41000366,-200,0,-200
4.265745172,16.16666794,-0.195658803,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.697389841,12.47753239,1,13.22495747,-3.96026E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.12500191,0,0,0,0,0,16.12500191,0,0,0,0,16.12500191,0,0,0,0,16.12500191,0,0,-6.01825E-07,1.88268E-05,0.004101948,-0.089577556,0,0,16.16666794,-0.195658803,1,16.96666718,16.96666718,0.799999237,2,35.03333664,18.06666946,1.100002289,3,54.1000061,19.06666946,1,4,73.66667175,19.56666565,0.499996185,5,93.06667328,19.40000153,-0.166664124,1.550927401,0.003559015,7.60632E-05,-5.07316E-06,127.2496872,-0.000190735,-1.664869666,0.006771389,-5.83278E-05,5.66802E-07,127.6996841,-0.000190735,4.912024975,0.006102702,-8.64212E-05,3.57211E-05,93.40972137,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.560424328,1.656124949,-0.003657341,-0.00664711,-3.62396E-05,2.86102E-05,4.60073E-07,-2.16067E-07,127.25,127.7000122,0,0,-4.915335178,0,-0.0061903,0,-4.29153E-05,0,1.18278E-07,0,93.41000366,-200,0,-200
4.337705355,16.12500191,-0.087858796,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.697247744,12.3622942,1,13.20813465,0.132046074,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.12500191,0,0,0,0,0,16.12500191,0,0,0,0,16.12500191,0,0,0,0,16.12500191,0,0,-5.83446E-07,1.45042E-05,0.004147477,-0.059892416,0,0,16.12500191,-0.087858796,1,16.92500114,16.92500114,0.799999237,2,34.95000458,18.02500343,1.100002289,3,53.9750061,19.02500153,0.999998093,4,73.50000763,19.52500153,0.5,5,92.90000916,19.40000153,-0.125,1.564458847,0.003201801,7.59829E-05,-6.29021E-06,125.2296906,-0.000190735,-1.665617466,0.006990113,-5.83366E-05,1.72486E-07,125.6896896,-0.000190735,4.913305283,0.005427399,-8.87433E-05,3.40306E-05,106.1197052,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.571724415,1.661566973,-0.00275898,-0.007305145,-3.91006E-05,2.95639E-05,1.96509E-07,-7.54371E-08,125.230011,125.6900024,0,0,-4.912936687,0,-0.004669189,0,-4.57764E-05,0,-9.49949E-08,0,106.1199951,-200,0,-200
4.397198868,16.12500191,-0.087858796,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.701649189,12.11926746,1,13.17594814,-3.94559E-05,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.12500191,0,0,0,0,0,16.12500191,0,0,0,0,16.12500191,0,0,0,0,16.12500191,0,0,-5.83446E-07,1.45042E-05,0.004147477,-0.059892416,0,0,16.12500191,-0.087858796,1,16.92500114,16.92500114,0.799999237,2,34.95000458,18.02500343,1.100002289,3,53.9750061,19.02500153,0.999998093,4,73.50000763,19.52500153,0.5,5,92.90000916,19.40000153,-0.125,1.568564773,0.002930135,7.7807E-05,-5.48642E-06,125.2296906,-0.000190735,-1.655873895,0.006984254,-5.73296E-05,2.08027E-07,125.6896896,-0.000190735,4.917049885,0.004785743,-9.13818E-05,2.97742E-05,106.1197052,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.57521677,1.667347312,-0.002794266,-0.007652283,-4.00543E-05,2.95639E-05,1.64844E-07,-4.37722E-08,122.7600098,125.3800049,0,0,-4.912281513,0,-0.003568649,0,-4.86374E-05,0,-7.72998E-08,0,104.0700073,-200,0,-200
4.460160402,16.12500191,-0.087858796,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.704277754,11.9865694,1,13.15725517,0.131537408,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.10416794,0,0,0,0,0,16.10416794,0,0,0,0,16.10416794,0,0,0,0,16.10416794,0,0,-5.83446E-07,1.45042E-05,0.004147477,-0.059892416,0,0,16.12500191,-0.087858796,1,16.92500114,16.92500114,0.799999237,2,34.95000458,18.02500343,1.100002289,3,53.9750061,19.02500153,0.999998093,4,73.50000763,19.52500153,0.5,5,92.90000916,19.40000153,-0.125,1.572669387,0.002907724,7.96411E-05,-2.74729E-06,122.7596893,-0.000190735,-1.668798566,0.007535773,-5.87304E-05,-4.10075E-07,125.3796921,-0.000190735,4.913740158,0.003879634,-9.60177E-05,2.67844E-05,104.0697098,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.574737549,1.653905272,-0.003631592,-0.007572174,-3.8147E-05,3.05176E-05,2.79397E-07,1.11759E-08,122.7600098,125.3800049,0,0,-4.917264938,0,-0.003881454,0,-4.86374E-05,0,-7.72998E-08,0,104.0700073,-200,0,-200
4.52768728,16.12500191,-0.127058804,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.709139347,11.84806061,1,13.13789558,0.131343856,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.10416794,0,0,0,0,0,16.10416794,0,0,0,0,16.10416794,0,0,0,0,16.10416794,0,0,-6.4601E-07,1.29038E-05,0.004616931,-0.050579309,0,0,16.12500191,-0.127058804,1,16.92500114,16.92500114,0.799999237,2,34.95000458,18.02500343,1.100002289,3,53.9750061,19.02500153,0.999998093,4,73.50000763,19.52500153,0.5,5,92.90000916,19.40000153,-0.125,1.569825172,0.003477664,7.70524E-05,-2.13322E-06,122.7596893,-0.000190735,-1.659181476,0.007576567,-6.05662E-05,-5.16499E-07,125.3796921,-0.000190735,4.917167187,0.003864634,-9.70962E-05,2.37856E-05,104.0697098,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.584251881,1.6669451,-0.003273964,-0.007845879,-4.00543E-05,2.95639E-05,3.08268E-07,-8.84756E-08,119.3699951,123.0400085,0,0,-4.917066097,0,-0.00332737,0,-5.05447E-05,0,-1.80677E-07,0,100.9100037,-200,0,-200
4.588658228,16.12500191,-0.127058804,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.717275143,11.68881989,1,13.11363029,0.13110128,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.08333397,0,0,0,0,0,16.08333397,0,0,0,0,16.08333397,0,0,0,0,16.08333397,0,0,-6.4601E-07,1.29038E-05,0.004616931,-0.050579309,0,0,16.12500191,-0.127058804,1,16.92500114,16.92500114,0.799999237,2,34.95000458,18.02500343,1.100002289,3,53.9750061,19.02500153,0.999998093,4,73.50000763,19.52500153,0.5,5,92.90000916,19.40000153,-0.125,1.579351187,0.003454604,7.84595E-05,-1.16288E-06,119.3696976,-0.000190735,-1.663192153,0.007785507,-5.94741E-05,3.51352E-07,123.0396881,-0.000190735,4.919561863,0.003533761,-0.000100244,2.07857E-05,100.9097137,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.586334586,1.650913,-0.003510475,-0.007763863,-3.8147E-05,2.95639E-05,3.75323E-07,-5.58794E-08,119.3699951,123.0400085,0,0,-4.92173624,0,-0.003557205,0,-5.05447E-05,0,-1.80677E-07,0,100.9100037,-200,0,-200
4.660524383,16.12500191,-0.127058804,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.723214149,11.55484772,1,13.09309006,0.130895928,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.04166794,0,0,0,0,0,16.04166794,0,0,0,0,16.04166794,0,0,0,0,16.04166794,0,0,-6.4601E-07,1.29038E-05,0.004616931,-0.050579309,0,0,16.12500191,-0.127058804,1,16.92500114,16.92500114,0.799999237,2,34.95000458,18.02500343,1.100002289,3,53.9750061,19.02500153,0.999998093,4,73.50000763,19.52500153,0.5,5,92.90000916,19.40000153,-0.125,1.594295979,0.003498254,7.76963E-05,4.76811E-07,115.7296982,-0.000190735,-1.658997655,0.007523611,-5.73093E-05,8.02427E-07,120.6196976,-0.000190735,4.935154915,0.00405639,-9.72312E-05,1.92557E-05,97.81971741,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.600583315,1.64737463,-0.003308296,-0.007245064,-3.71933E-05,2.67029E-05,6.1281E-07,-2.81259E-07,115.730011,120.6199951,0,0,-4.940451145,0,-0.004667282,0,-4.673E-05,0,2.0396E-07,0,97.82000732,-200,0,-200
4.737317988,16.0625,-0.313258797,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.64702177,10.99123669,1,13.0289135,0.130254328,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.04166794,0,0,0,0,0,16.04166794,0,0,0,0,16.04166794,0,0,0,0,16.04166794,0,0,-3.39702E-07,1.23383E-05,0.004933178,-0.045229316,0,0,16.0625,-0.313258797,1,16.66250038,16.66250038,0.600000381,2,34.52500153,17.86250114,1.200000763,3,53.38750076,18.86249924,0.999998093,4,72.75,19.36249924,0.5,5,92.05000305,19.30000305,-0.062496185,1.600376844,0.003450729,7.22409E-05,-1.84481E-06,115.7296982,-0.000190735,-1.646200776,0.007294535,-5.3685E-05,9.20551E-07,120.6196976,-0.000190735,4.944227219,0.004721527,-9.27553E-05,1.76634E-05,97.81971741,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.606353283,1.642211199,-0.002655983,-0.007518768,-4.00543E-05,2.76566E-05,1.44355E-07,-3.91155E-08,127.5400085,137.7399902,0,0,-4.930809021,0,-0.002699852,0,-5.14984E-05,0,-1.84402E-07,0,95.51998901,-200,0,-200
4.803529479,16.0625,-0.313258797,70,0,0.005,198.5,0,0,0,0,0,0,0,0,0,1,-2.652377367,10.9021368,1,13.01086903,0.260212898,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,16.02083397,0,0,0,0,0,16.02083397,0,0,0,0,16.02083397,0,0,0,0,16.02083397,0,0,-3.39702E-07,1.23383E-05,0.004933178,-0.045229316,0,0,16.0625,-0.313258797,1,16.66250038,16.66250038,0.600000381,2,34.52500153,17.86250114,1.200000763,3,53.38750076,18.86249924,0.999998093,4,72.75,19.36249924,0.5,5,92.05000305,19.30000305,-0.062496185,1.606221795,0.003007573,7.73697E-05,-9.08124E-07,127.5396881,-0.000190735,-1.638560891,0.007447146,-5.49367E-05,-2.90987E-07,137.7396851,-0.000190735,4.933187962,0.003188958,-0.000100713,1.60232E-05,95.51971436,0,0,0,0,6E-05,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.612388611,1.631573677,-0.003015518,-0.007474899,-3.91006E-05,2.76566E-05,2.70084E-07,-2.32831E-08,127.5400085,137.7399902,0,0,-4.933276653,0,-0.002793312,0,-5.14984E-05,0,-1.84402E-07,0,95.51998901,-200,0,-200
