t[s],VfPASP_egoSpd_mps[],VfPASP_egoAcc_mpss[],VfPASP_spdLmt_kph[],VeINP_IVClass[],VfINP_IVLaDis_m[],VfINP_IVLgDis_m[],VeINP_IVID[],VbINP_IVPresent_flg[],VfINP_IVV_mps[],VeINP_RIVClass_enum[],VfINP_RIVLaDis_m[],VfINP_RIVLgDis_m[],VbINP_RIVPresent_flg[],VfINP_RIVV_mps[],VfINP_RIVLaV_mps[],VeINP_NIVLClass_enum[],VfINP_NIVLLaDis_m[],VfINP_NIVLLgDis_m[],VbINP_NIVLPresent_flg[],VfINP_NIVLV_mps[],VfINP_NIVLLaV_mps[],VeINP_NIVRClass_enum[],VfINP_NIVRLaDis_m[],VfINP_NIVRLgDis_m[],VbINP_NIVRPresent_flg[],VfINP_NIVRV_mps[],VfINP_NIVRLaV_mps[],VeINP_NIIVLClass_enum[],VfINP_NIIVLLaDis_m[],VfINP_NIIVLLgDis_m[],VbINP_NIIVLPresent_flg[],VfINP_NIIVLV_mps[],VfINP_NIIVLLaV_mps[],VeINP_NIIVRClass_enum[],VfINP_NIIVRLaDis_m[],VfINP_NIIVRLgDis_m[],VbINP_NIIVRPresent_flg[],VfINP_NIIVRV_mps[],VfINP_NIIVRLaV_mps[],VeINP_RIVLClass_enum[],VfINP_RIVLLaDis_m[],VfINP_RIVLLgDis_m[],VbINP_RIVLPresent_flg[],VfINP_RIVLV_mps[],VfINP_RIVLLaV_mps[],VeINP_RIVRClass_enum[],VfINP_RIVRLaDis_m[],VfINP_RIVRLgDis_m[],VbINP_RIVRPresent_flg[],VfINP_RIVRV_mps[],VfINP_RIVRLaV_mps[],VfINP_RIIVLLaDis_m[],VfINP_RIIVLLgDis_m[],VbINP_RIIVLPresent_flg[],VfINP_RIIVLV_mps[],VfINP_RIIVLLaV_mps[],VfINP_RIIVRLaDis_m[],VfINP_RIIVRLgDis_m[],VbINP_RIIVRPresent_flg[],VfINP_RIIVRV_mps[],VfINP_RIIVRLaV_mps[],VfPASP_ALC_path_C4[],VfPASP_ALC_path_C3[],VfPASP_ALC_path_C2[],VfPASP_ALC_path_C1[],VfPASP_ALC_path_C0[],VfPASP_StPoint0_t_s[],VfPASP_StPoint0_s_m[],VfPASP_StPoint0_v_mps[],VfPASP_StPoint0_a_mpss[],VfPASP_StPoint1_t_s[],VfPASP_StPoint1_s_m[],VfPASP_StPoint1_v_mps[],VfPASP_StPoint1_a_mpss[],VfPASP_StPoint2_t_s[],VfPASP_StPoint2_s_m[],VfPASP_StPoint2_v_mps[],VfPASP_StPoint2_a_mpss[],VfPASP_StPoint3_t_s[],VfPASP_StPoint3_s_m[],VfPASP_StPoint3_v_mps[],VfPASP_StPoint3_a_mpss[],VfPASP_StPoint4_t_s[],VfPASP_StPoint4_s_m[],VfPASP_StPoint4_v_mps[],VfPASP_StPoint4_a_mpss[],VfPASP_StPoint5_t_s[],VfPASP_StPoint5_s_m[],VfPASP_StPoint5_v_mps[],VfPASP_StPoint5_a_mpss[],VfLSSIN_l_LaneMkrOffsLe[],VfLSSIN_Ag_LaneMkrHdgAgLe[],VfLSSIN_Crvt_LaneMkrCrvtLe[],VfLSSIN_dCrvt_LaneMkrCrvtRateLe[],VfLSSIN_l_ViewRngLe[],VfLSSIN_l_StrtRngLe[],VfLSSIN_l_LaneMkrOffsRi[],VfLSSIN_Ag_LaneMkrHdgAgRi[],VfLSSIN_Crvt_LaneMkrCrvtRi[],VfLSSIN_dCrvt_LaneMkrCrvtRateRi[],VfLSSIN_l_ViewRngRi[],VfLSSIN_l_StrtRngRi[],VFLSSIN7_l_LaneMkrOffsNxtLe[],VFLSSIN7_Ag_LaneMkrHdgAgNxtLe[],VFLSSIN7_Crvt_LaneMkrCrvtNxtLe[],VFLSSIN7_dCrvt_LaneMkrCrvtRateNxtLe[],VfLSSIN7_l_ViewRngNxtLe[],VFLSSIN7_l_StrtRngNxtLe[],VFLSSIN7_l_LaneMkrOffsNxtRi[],VFLSSIN7_Ag_LaneMkrHdgAgNxtRi[],VFLSSIN7_Crvt_LaneMkrCrvtNxtRi[],VFLSSIN7_dCrvt_LaneMkrCrvtRateNxtRi[],VfLSSIN7_l_ViewRngNxtRi[],VFLSSIN7_l_StrtRngNxtRi[],VeINP_TSRID0Proc[],VeINP_TSRID1Proc[],VeINP_TSRID2Proc[],VfINP_TSRSignLatDist0Proc_m[],VfINP_TSRSignLatDist1Proc_m[],VfINP_TSRSignLatDist2Proc_m[],VfINP_TSRSignLgDist0Proc_m[],VfINP_TSRSignLgDist1Proc_m[],VfINP_TSRSignLgDist2Proc_m[],VuINP_TSRSignName0Proc[],VuINP_TSRSignName1Proc[],VuINP_TSRSignName2Proc[],VfINP_LH_Line_First_C0_0[],VfINP_LH_Line_First_C0_1[],VfINP_LH_Line_First_C1_0[],VfINP_LH_Line_First_C1_1[],VfINP_LH_Line_First_C2_0[],VfINP_LH_Line_First_C2_1[],VfINP_LH_Line_First_C3_0[],VfINP_LH_Line_First_C3_1[],VfINP_LH_First_VR_End_0[],VfINP_LH_First_VR_End_1[],VfINP_LH_First_VR_Start_0[],VfINP_LH_First_VR_Start_1[],VfINP_LA_Line_C0_0[],VfINP_LA_Line_C0_1[],VfINP_LA_Line_C1_0[],VfINP_LA_Line_C1_1[],VfINP_LA_Line_C2_0[],VfINP_LA_Line_C2_1[],VfINP_LA_Line_C3_0[],VfINP_LA_Line_C3_1[],VfINP_LA_View_Range_End_0[],VfINP_LA_View_Range_End_1[],VfINP_LA_View_Range_Start_0[],VfINP_LA_View_Range_Start_1[]
40.86681097,1.479166746,0.255141199,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.607459545,20.45968628,1,8.64583683,0.34599176,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.520833492,0,0,0,0,0,1.520833492,0,0,0,0,1.520833492,0,0,0,0,1.520833492,0,0,-4.66425E-08,7.44882E-06,-0.059206668,0.053836524,0,0,1.479166746,0.255141199,1,3.400000095,3.400000095,1.920833349,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.660762191,-0.058296237,4.00543E-05,0,152.679657,-0.000190735,-1.577483058,-0.055895373,8.25932E-10,-1.28596E-09,152.5996704,-0.000190735,5.115243912,-0.063840747,-0.000385343,7.93951E-08,115.9496994,0,-5.051974773,-0.049490895,0.00030229,6E-05,135.2796783,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.663434625,1.574873328,0.057824135,0.05512619,-2.00272E-05,0,-1.07102E-07,1.52737E-07,152.6799927,152.6000061,0,0,-5.112398148,5.05375433,0.063191414,0.048947334,-0.000192642,0.000148773,4.2282E-07,-2.3935E-07,115.9500122,135.2799988,0,12.58999634
40.93368709,1.520833492,0.294341207,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.600405455,20.80882835,1,8.691157341,0.347805411,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.520833492,0,0,0,0,0,1.520833492,0,0,0,0,1.520833492,0,0,0,0,1.520833492,0,0,-3.08396E-09,7.58458E-06,-0.058194693,0.048643529,0,0,1.520833492,0.294341207,1,3.400000095,3.400000095,1.879166603,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.656542182,-0.057733607,4.00543E-05,0,152.679657,-0.000190735,-1.58167398,-0.055085443,9.0102E-11,-1.4467E-10,152.5996704,-0.000190735,5.11033535,-0.063123465,-0.000385292,1.07179E-08,115.9496994,0,-5.055358887,-0.048874348,0.00029833,6E-05,135.2796783,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.658580542,1.579499841,0.057148933,0.05445385,-2.00272E-05,0,-1.07102E-07,1.52737E-07,152.6799927,152.6000061,0,0,-5.107091904,5.057859421,0.062486649,0.048300743,-0.000192642,0.000148773,4.2282E-07,-2.3935E-07,115.9500122,135.2799988,0,12.58999634
40.99847805,1.541666746,0.255141199,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.60437727,21.10354042,1,8.736673355,0.349626899,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.541666746,0,0,0,0,0,1.541666746,0,0,0,0,1.541666746,0,0,0,0,1.541666746,0,0,-1.29474E-10,7.92902E-06,-0.056845877,0.041639566,0,0,1.541666746,0.255141199,1,3.400000095,3.400000095,1.858333349,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.653094411,-0.057261694,4.00543E-05,0,151.1396637,-0.000190735,-1.583216548,-0.054549731,9.528E-12,-1.5624E-11,151.0596619,-0.000190735,5.106363773,-0.062614806,-0.000385285,1.28612E-09,114.0297012,0,-5.065075874,-0.047970805,0.00030793,6E-05,131.3996887,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.655511498,1.58026576,0.05688858,0.05414772,-2.00272E-05,0,-1.15484E-07,1.4063E-07,151.1400146,151.0599976,0,0,-5.103492737,5.068817616,0.062227249,0.047158241,-0.000192642,0.000159264,4.62867E-07,-2.52388E-07,114.0299988,131.3999939,0,12.44000244
41.05854565,1.541666746,0.255141199,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.648758411,22.00449181,1,8.643616676,0.34590292,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.541666746,0,0,0,0,0,1.541666746,0,0,0,0,1.541666746,0,0,0,0,1.541666746,0,0,-1.29474E-10,7.92902E-06,-0.056845877,0.041639566,0,0,1.541666746,0.255141199,1,3.400000095,3.400000095,1.858333349,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.645831108,-0.05657487,4.00543E-05,0,151.1396637,-0.000190735,-1.589727759,-0.053841408,9.85E-13,-1.641E-12,151.0596619,-0.000190735,5.098373413,-0.061892387,-0.000385285,1.44687E-10,114.0297012,0,-5.072663784,-0.046940576,0.000316783,6E-05,131.3996887,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.650624037,1.58491683,0.056396484,0.053659439,-2.00272E-05,0,-1.15484E-07,1.4063E-07,151.1400146,151.0599976,0,0,-5.098145962,5.072866917,0.061704636,0.046697617,-0.000192642,0.000159264,4.62867E-07,-2.52388E-07,114.0299988,131.3999939,0,12.44000244
41.12440169,1.5625,0.255141199,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.677467346,22.86790276,1,8.606426239,0.344414622,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.583333492,0,0,0,0,0,1.583333492,0,0,0,0,1.583333492,0,0,0,0,1.583333492,0,0,-1.529E-12,8.26426E-06,-0.055668831,0.034938931,0,0,1.5625,0.255141199,1,3.400000095,3.400000095,1.837500095,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.640271068,-0.056098733,4.00543E-05,0,149.6196594,-0.000190735,-1.593003035,-0.053063665,3.2E-14,-5.4E-14,149.5496674,-0.000190735,5.09202528,-0.061420716,-0.000383537,1.98455E-07,137.0296783,0,-5.079518318,-0.045853175,0.000321944,6E-05,127.3196869,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.642307043,1.590797305,0.055700302,0.052640915,-2.00272E-05,0,-1.57394E-07,9.96515E-08,149.6199951,149.5499878,0,0,-5.088778496,5.081945419,0.060998917,0.045427322,-0.000191689,0.000161171,4.06057E-07,-1.63913E-07,137.0299988,127.3200073,0,12.27999878
41.1943654,1.583333492,0.323741198,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.691897631,23.1231842,1,8.609062195,0.344520122,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.604166746,0,0,0,0,0,1.604166746,0,0,0,0,1.604166746,0,0,0,0,1.604166746,0,0,-5E-14,8.6189E-06,-0.054816507,0.027855694,0,0,1.583333492,0.323741198,1,3.400000095,3.400000095,1.816666603,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.637210846,-0.055680927,4.00543E-05,0,148.6296692,-0.000190735,-1.594703913,-0.052569836,3E-15,-5E-15,148.5596619,-0.000190735,5.088303089,-0.060881365,-0.000384333,-7.05232E-07,135.1796875,0,-5.085024834,-0.045584094,0.000323226,6E-05,124.3496933,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.642091513,1.589538693,0.05550766,0.052336693,-2.00272E-05,0,-1.38767E-07,1.28523E-07,148.6300049,148.5599976,0,0,-5.088085175,5.08582592,0.060596466,0.045590401,-0.000192642,0.000162125,4.98258E-07,-2.84053E-07,135.1799927,124.3500061,0,12.11000061
41.25751199,1.583333492,0.323741198,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.709940434,23.58808708,1,8.595590591,0.343980998,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.604166746,0,0,0,0,0,1.604166746,0,0,0,0,1.604166746,0,0,0,0,1.604166746,0,0,-5E-14,8.6189E-06,-0.054816507,0.027855694,0,0,1.583333492,0.323741198,1,3.400000095,3.400000095,1.816666603,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.632776856,-0.055306673,4.00543E-05,0,148.6296692,-0.000190735,-1.598611474,-0.052147813,0,-1E-15,148.5596619,-0.000190735,5.083376408,-0.060393777,-0.000385127,-1.94699E-07,135.1796875,0,-5.089354515,-0.045379937,0.000324084,6E-05,124.3496933,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.634781599,1.59642911,0.055018425,0.051852226,-2.00272E-05,0,-1.38767E-07,1.28523E-07,148.6300049,148.5599976,0,0,-5.080104351,5.091826916,0.060060501,0.045148849,-0.000192642,0.000162125,4.98258E-07,-2.84053E-07,135.1799927,124.3500061,0,12.11000061
41.31909042,1.604166746,0.264941216,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.721806049,23.83310127,1,8.588794708,0.343709052,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.604166746,0,0,0,0,0,1.604166746,0,0,0,0,1.604166746,0,0,0,0,1.604166746,0,0,-2E-15,8.94817E-06,-0.054197408,0.021279395,0,0,1.604166746,0.264941216,1,3.400000095,3.400000095,1.795833349,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.629860759,-0.055071756,4.00543E-05,0,148.6296692,-0.000190735,-1.601354599,-0.051906392,0,0,148.5596619,-0.000190735,5.080191135,-0.060121328,-0.000385264,-2.93335E-08,135.1796875,0,-5.091761589,-0.04519302,0.000324228,6E-05,124.3496933,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.633002281,1.600828648,0.054875374,0.051925659,-2.09808E-05,0,-1.20141E-07,1.13621E-07,148.3299866,148.269989,0,0,-5.075883389,5.098165512,0.05988884,0.045347214,-0.000191689,0.000164986,4.8615E-07,-3.95812E-07,133.9500122,122.5899963,0,11.94000244
41.3907869,1.625000119,0.284541219,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.75835371,24.59784126,1,8.568944931,0.342914671,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.645833373,0,0,0,0,0,1.645833373,0,0,0,0,1.645833373,0,0,0,0,1.645833373,0,0,0,9.15829E-06,-0.053592339,0.017082691,0,0,1.625000119,0.284541219,1,3.400000095,3.400000095,1.774999976,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.623283625,-0.054792698,4.1802E-05,1.9845E-07,148.3296661,-0.000190735,-1.610283613,-0.051827881,0,0,148.2696686,-0.000190735,5.070743561,-0.059784975,-0.000383536,1.9718E-07,133.9496765,0,-5.102046967,-0.045261718,0.000329492,6E-05,122.5896912,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.62697947,1.605985761,0.054551125,0.051905632,-2.09808E-05,0,-8.28877E-08,1.17347E-07,167.3299866,150.9299927,0,0,-5.071297646,5.105235577,0.059646606,0.045467377,-0.000191689,0.000165939,4.787E-07,-4.69387E-07,133.1000061,120.5700073,0,11.77000427
41.45879699,1.625000119,0.284541219,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.775220156,24.84482956,1,8.596980095,0.344036609,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.666666746,0,0,0,0,0,1.666666746,0,0,0,0,1.666666746,0,0,0,0,1.666666746,0,0,0,9.15829E-06,-0.053592339,0.017082691,0,0,1.625000119,0.284541219,1,3.400000095,3.400000095,1.774999976,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.619980931,-0.054554261,4.19408E-05,2.97675E-08,167.3296509,-0.000190735,-1.612902522,-0.051842336,0,0,150.9296722,-0.000190735,5.069056511,-0.059618786,-0.000383398,2.96245E-08,133.0996857,0,-5.106842995,-0.045385338,0.000331404,6E-05,120.5696945,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.621963024,1.610758781,0.054363251,0.051722527,-2.09808E-05,0,-8.28877E-08,1.17347E-07,167.3299866,150.9299927,0,0,-5.065812588,5.109417439,0.059428215,0.045314789,-0.000191689,0.000165939,4.787E-07,-4.69387E-07,133.1000061,120.5700073,0,11.77000427
41.51461782,1.666666746,0.274741203,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.787698269,25.20288658,1,8.571978569,0.343036085,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.666666746,0,0,0,0,0,1.666666746,0,0,0,0,1.666666746,0,0,0,0,1.666666746,0,0,3.54008E-08,1.00061E-05,-0.053300563,0.007342577,0,0,1.666666746,0.274741203,1,3.400000095,3.400000095,1.733333349,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.615063667,-0.054339908,4.19592E-05,3.75071E-09,167.3296509,-0.000190735,-1.617566109,-0.05168933,0,0,150.9296722,-0.000190735,5.063735962,-0.059398066,-0.00038338,3.73525E-09,133.0996857,0,-5.110999107,-0.045280814,0.000331813,6E-05,120.5696945,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.618766308,1.61554563,0.053781509,0.05104351,-2.09808E-05,0,-6.98492E-08,9.22009E-08,165.9100037,154.6499939,0,0,-5.06473875,5.114518642,0.058293343,0.044872284,-0.000191689,0.000166893,5.11296E-07,-4.61936E-07,132.6000061,111.6900024,0,11.58999634
41.58149879,1.687500119,0.294341207,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.797076941,25.85870934,1,8.623265266,0.345088482,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.687500119,0,0,0,0,0,1.687500119,0,0,0,0,1.687500119,0,0,0,0,1.687500119,0,0,2.43673E-09,1.02997E-05,-0.053174306,0.003539205,0,0,1.687500119,0.294341207,1,3.400000095,3.400000095,1.712499976,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.606934547,-0.053562567,4.19616E-05,1.4467E-10,165.9096527,-0.000190735,-1.627022266,-0.05083653,0,0,154.6496582,-0.000190735,5.05732584,-0.058087301,-0.000383377,1.44148E-10,132.5996857,0,-5.12020874,-0.044677805,0.000333624,6E-05,111.6897049,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.611328363,1.622603893,0.053412437,0.050680161,-2.09808E-05,0,-6.98492E-08,9.22009E-08,165.9100037,154.6499939,0,0,-5.056677818,5.120723724,0.057876587,0.044555664,-0.000191689,0.000166893,5.11296E-07,-4.61936E-07,132.6000061,111.6900024,0,11.58999634
41.64943388,1.687500119,0.294341207,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.813333035,26.0944767,1,8.648815155,0.34611094,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.708333373,0,0,0,0,0,1.708333373,0,0,0,0,1.708333373,0,0,0,0,1.708333373,0,0,2.43673E-09,1.02997E-05,-0.053174306,0.003539205,0,0,1.687500119,0.294341207,1,3.400000095,3.400000095,1.712499976,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.606418133,-0.053375833,4.19617E-05,1.5624E-11,165.0496521,-0.000190735,-1.631008744,-0.05060697,0,0,158.8696594,-0.000190735,5.057291031,-0.057770211,-0.000383377,1.5571E-11,129.9696808,0,-5.121710777,-0.044222042,0.000331896,6E-05,110.5097046,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.60891521,1.629198432,0.05316925,0.050362587,-2.09808E-05,0,-6.98492E-08,1.3411E-07,165.0499878,158.8699951,0,0,-5.05470705,5.124018669,0.057457924,0.043731689,-0.000191689,0.000164986,5.32717E-07,-4.00469E-07,129.9700012,110.5100098,0,11.41000366
41.71007521,1.708333373,0.284541219,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.832096338,26.51654625,1,8.602178574,0.344244629,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.729166865,0,0,0,0,0,1.729166865,0,0,0,0,1.729166865,0,0,0,0,1.729166865,0,0,3.7485E-11,1.08726E-05,-0.052450813,-0.007287085,0,0,1.708333373,0.284541219,1,3.400000095,3.400000095,1.691666722,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.601956964,-0.053147968,4.19617E-05,1.641E-12,165.0496521,-0.000190735,-1.63603735,-0.050348308,0,0,158.8696594,-0.000190735,5.052588463,-0.057446525,-0.000383377,1.635E-12,129.9696808,0,-5.12562418,-0.043764662,0.000330288,6E-05,110.5097046,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.60400176,1.633852124,0.05292511,0.050122261,-2.09808E-05,0,-6.98492E-08,1.3411E-07,165.0499878,158.8699951,0,0,-5.049397945,5.128059387,0.057182312,0.043521881,-0.000191689,0.000164986,5.32717E-07,-4.00469E-07,129.9700012,110.5100098,0,11.41000366
41.78493002,1.729166865,0.225741208,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.85073781,27.29938316,1,8.578222275,0.343285948,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.729166865,0,0,0,0,0,1.729166865,0,0,0,0,1.729166865,0,0,0,0,1.729166865,0,0,1.382E-12,1.11353E-05,-0.052076507,-0.012295306,0,0,1.729166865,0.225741208,1,3.400000095,3.400000095,1.67083323,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.594724417,-0.052659582,4.19617E-05,5.4E-14,164.1396484,-0.000190735,-1.644380689,-0.05006361,0,0,158.5796509,-0.000190735,5.044490814,-0.05719284,-0.000383377,5.4E-14,127.5496902,0,-5.133046627,-0.043293737,0.000326995,6E-05,103.0497131,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.596632004,1.642365336,0.052310944,0.049775124,-2.09808E-05,0,-9.22009E-08,1.25729E-07,164.1400146,158.5799866,0,0,-5.041120052,5.135630608,0.056894302,0.042980194,-0.000191689,0.000163078,5.55068E-07,-4.13507E-07,127.5499878,103.0499878,0,11.22999573
41.8480626,1.729166865,0.225741208,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.879412174,27.70586586,1,8.582348824,0.343451113,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.729166865,0,0,0,0,0,1.729166865,0,0,0,0,1.729166865,0,0,0,0,1.729166865,0,0,1.382E-12,1.11353E-05,-0.052076507,-0.012295306,0,0,1.729166865,0.225741208,1,3.400000095,3.400000095,1.67083323,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.591713548,-0.052376091,4.19617E-05,5E-15,164.1396484,-0.000190735,-1.647287011,-0.049831472,0,0,158.5796509,-0.000190735,5.041208744,-0.056953643,-0.000383377,5E-15,127.5496902,0,-5.135562897,-0.043038778,0.000326276,6E-05,103.0497131,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.595137954,1.644429564,0.052350044,0.049369812,-2.09808E-05,0,-9.03383E-08,1.08033E-07,162.9700012,157.9599915,0,0,-5.039878845,5.139277458,0.057327271,0.042555809,-0.000191689,0.000163078,4.70318E-07,-6.42613E-07,129.25,96.32000732,0,11.03999329
41.90785284,1.729166865,0.206141204,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.888303518,27.95445442,1,8.593698502,0.34390527,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.750000119,0,0,0,0,0,1.750000119,0,0,0,0,1.750000119,0,0,0,0,1.750000119,0,0,1.6E-14,1.16584E-05,-0.051659726,-0.022267759,0,0,1.729166865,0.206141204,1,3.400000095,3.400000095,1.67083323,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.588133812,-0.052259844,4.19617E-05,1E-15,162.9696503,-0.000190735,-1.651301026,-0.049375445,0,0,157.9596558,-0.000190735,5.037672997,-0.057143413,-0.000383377,1E-15,129.2496796,0,-5.140838146,-0.04257324,0.000326171,6E-05,96.31971741,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.587553501,1.651580215,0.051733017,0.04875946,-2.09808E-05,0,-9.03383E-08,1.08033E-07,162.9700012,157.9599915,0,0,-5.031572342,5.145438194,0.056660652,0.041992188,-0.000191689,0.000163078,4.70318E-07,-6.42613E-07,129.25,96.32000732,0,11.03999329
41.97876224,1.770833492,0.215941206,75,0,0.005,198.5,0,0,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,1,3.892671347,28.58015633,1,8.632388115,0.34545359,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,1.791666746,0,0,0,0,0,1.791666746,0,0,0,0,1.791666746,0,0,0,0,1.791666746,0,0,1E-15,1.19479E-05,-0.051280547,-0.027786732,0,0,1.770833492,0.215941206,1,3.400000095,3.400000095,1.629166603,2,8.700000763,5.300000668,1.900000572,3,16,7.299999237,1.999998569,4,25,9,1.700000763,5,36,11,2,1.582209945,-0.051912718,4.19617E-05,0,161.9196472,-0.000190735,-1.656831741,-0.048788905,0,0,154.9596558,-0.000190735,5.032253742,-0.056697007,-0.000383377,0,126.7296906,0,-5.147238255,-0.042120241,0.000326158,6E-05,90.35972595,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.586942077,1.652067661,0.051877975,0.04857254,-2.09808E-05,0,-1.08033E-07,1.546E-07,161.9200134,154.9599915,0,0,-5.032208443,5.147814274,0.056520462,0.042021751,-0.000191689,0.000163078,4.40516E-07,-6.38887E-07,126.730011,90.35998535,0,10.86000061
